Zip Code,City,County
24095,Goodview,Bedford
24101,Hardy,Franklin
24102,Henry,Franklin
24104,Huddleston,Bedford
24105,Indian Valley,Floyd
24111,Mc Coy,Montgomery
24112,Martinsville,Martinsville City
24113,Martinsville,Martinsville City
24114,Martinsville,Martinsville City
24115,Martinsville,Martinsville City
24120,Meadows Of Dan,Patrick
24121,Moneta,Bedford
24122,Montvale,Bedford
24124,Narrows,Giles
24126,Newbern,Pulaski
24127,New Castle,Craig
24128,Newport,Giles
24129,New River,Pulaski
24130,Oriskany,Botetourt
24131,Paint Bank,Craig
24132,Parrott,Pulaski
24133,Patrick Springs,Patrick
24134,Pearisburg,Giles
24136,Pembroke,Giles
24137,Penhook,Franklin
24138,Pilot,Montgomery
24139,Pittsville,Pittsylvania
24141,Radford,Radford
24142,Radford,Radford
24143,Radford,Radford
24146,Redwood,Franklin
24147,Rich Creek,Giles
24148,Ridgeway,Henry
24149,Riner,Montgomery
24150,Ripplemead,Giles
24151,Rocky Mount,Franklin
24153,Salem,Salem
24155,Roanoke,Salem
24157,Roanoke,Salem
24161,Sandy Level,Pittsylvania
24162,Shawsville,Montgomery
24165,Spencer,Henry
24167,Staffordsville,Giles
24168,Stanleytown,Henry
24171,Stuart,Patrick
24174,Thaxton,Bedford
24175,Troutville,Botetourt
24176,Union Hall,Franklin
24177,Vesta,Patrick
24178,Villamont,Bedford
24179,Vinton,Roanoke
24184,Wirtz,Franklin
24185,Woolwine,Patrick
24201,Bristol,Bristol
24202,Bristol,Washington
24203,Bristol,Bristol
24209,Bristol,Bristol
24210,Abingdon,Washington
24211,Abingdon,Washington
24212,Abingdon,Washington
24215,Andover,Wise
24216,Appalachia,Wise
24217,Bee,Dickenson
24218,Ben Hur,Lee
24219,Big Stone Gap,Wise
24220,Birchleaf,Dickenson
24221,Blackwater,Lee
24224,Castlewood,Russell
24225,Cleveland,Russell
24226,Clinchco,Dickenson
24228,Clintwood,Dickenson
24230,Coeburn,Wise
24236,Damascus,Washington
24237,Dante,Russell
24239,Davenport,Buchanan
24243,Dryden,Lee
24244,Duffield,Scott
24245,Dungannon,Scott
24246,East Stone Gap,Wise
24248,Ewing,Lee
24250,Fort Blackmore,Scott
24251,Gate City,Scott
24256,Haysi,Dickenson
24258,Hiltons,Scott
24260,Honaker,Russell
24263,Jonesville,Lee
24265,Keokee,Lee
24266,Lebanon,Russell
24269,Mc Clure,Dickenson
24270,Mendota,Washington
24271,Nickelsville,Scott
24272,Nora,Dickenson
24273,Norton,Norton City
24277,Pennington Gap,Lee
24279,Pound,Wise
24280,Rosedale,Russell
24281,Rose Hill,Lee
24282,Saint Charles,Lee
24283,Saint Paul,Wise
24290,Weber City,Scott
24292,Whitetop,Grayson
24293,Wise,Wise
24301,Pulaski,Pulaski
24311,Atkins,Smyth
24312,Austinville,Wythe
24313,Barren Springs,Wythe
24314,Bastian,Bland
24315,Bland,Bland
24316,Broadford,Tazewell
24317,Cana,Carroll
24318,Ceres,Bland
24319,Chilhowie,Smyth
24322,Cripple Creek,Wythe
24323,Crockett,Wythe
24324,Draper,Pulaski
24325,Dugspur,Carroll
24326,Elk Creek,Grayson
24327,Emory,Washington
24328,Fancy Gap,Carroll
24330,Fries,Grayson
24333,Galax,Galax City
24340,Glade Spring,Washington
24343,Hillsville,Carroll
24347,Hiwassee,Pulaski
24348,Independence,Grayson
24350,Ivanhoe,Wythe
24351,Lambsburg,Carroll
24352,Laurel Fork,Carroll
24354,Marion,Smyth
24360,Max Meadows,Wythe
24361,Meadowview,Washington
24363,Mouth Of Wilson,Grayson
24366,Rocky Gap,Bland
24368,Rural Retreat,Wythe
24370,Saltville,Smyth
24374,Speedwell,Wythe
24375,Sugar Grove,Smyth
24377,Tannersville,Tazewell
24378,Troutdale,Grayson
24380,Willis,Floyd
24381,Woodlawn,Carroll
24382,Wytheville,Wythe
24401,Staunton,Staunton City
24402,Staunton,Staunton City
24411,Augusta Springs,Augusta
24412,Bacova,Bath
24413,Blue Grass,Highland
24415,Brownsburg,Rockbridge
24416,Buena Vista,Buena Vista City
24421,Churchville,Augusta
24422,Clifton Forge,Alleghany
24426,Covington,Covington City
24430,Craigsville,Augusta
24431,Crimora,Augusta
24432,Deerfield,Augusta
24433,Doe Hill,Highland
24435,Fairfield,Rockbridge
24437,Fort Defiance,Augusta
24438,Glen Wilton,Botetourt
24439,Goshen,Rockbridge
24440,Greenville,Augusta
24441,Grottoes,Rockingham
24442,Head Waters,Highland
24445,Hot Springs,Bath
24448,Iron Gate,Alleghany
24450,Lexington,Lexington City
24457,Low Moor,Alleghany
24458,Mc Dowell,Highland
24459,Middlebrook,Augusta
24460,Millboro,Bath
24463,Mint Spring,Augusta
24464,Montebello,Nelson
24465,Monterey,Highland
24467,Mount Sidney,Augusta
24468,Mustoe,Highland
24469,New Hope,Augusta
24471,Port Republic,Rockingham
24472,Raphine,Rockbridge
24473,Rockbridge Baths,Rockbridge
24474,Selma,Alleghany
24476,Steeles Tavern,Augusta
24477,Stuarts Draft,Augusta
24479,Swoope,Augusta
24482,Verona,Augusta
24483,Vesuvius,Rockbridge
24484,Warm Springs,Bath
24485,West Augusta,Augusta
24486,Weyers Cave,Augusta
24487,Williamsville,Bath
24501,Lynchburg,Lynchburg City
24502,Lynchburg,Lynchburg City
24503,Lynchburg,Lynchburg City
24504,Lynchburg,Lynchburg City
24505,Lynchburg,Lynchburg City
24506,Lynchburg,Lynchburg City
24512,Lynchburg,Lynchburg City
24513,Lynchburg,Lynchburg City
24514,Lynchburg,Lynchburg City
24515,Lynchburg,Lynchburg City
24517,Altavista,Campbell
24520,Alton,Halifax
24521,Amherst,Amherst
24522,Appomattox,Appomattox
24523,Bedford,Bedford
24526,Big Island,Bedford
24527,Blairs,Pittsylvania
24528,Brookneal,Campbell
24529,Buffalo Junction,Mecklenburg
24530,Callands,Pittsylvania
24531,Chatham,Pittsylvania
24533,Clifford,Amherst
24534,Clover,Halifax
24535,Cluster Springs,Halifax
24536,Coleman Falls,Bedford
24538,Concord,Campbell
24539,Crystal Hill,Halifax
24540,Danville,Danville City
24541,Danville,Danville City
24543,Danville,Danville City
24544,Danville,Danville City
24549,Dry Fork,Pittsylvania
24550,Evington,Campbell
24551,Forest,Bedford
24553,Gladstone,Nelson
24554,Gladys,Campbell
24555,Glasgow,Rockbridge
24556,Goode,Bedford
24557,Gretna,Pittsylvania
24558,Halifax,Halifax
24562,Howardsville,Buckingham
24563,Hurt,Pittsylvania
24565,Java,Pittsylvania
24566,Keeling,Pittsylvania
24569,Long Island,Pittsylvania
24570,Lowry,Bedford
24571,Lynch Station,Campbell
24572,Madison Heights,Amherst
24574,Monroe,Amherst
24576,Naruna,Campbell
24577,Nathalie,Halifax
24578,Natural Bridge,Rockbridge
24579,Natural Bridge Station,Rockbridge
24580,Nelson,Mecklenburg
24581,Norwood,Nelson
24586,Ringgold,Pittsylvania
24588,Rustburg,Campbell
24589,Scottsburg,Halifax
24590,Scottsville,Albemarle
24592,South Boston,Halifax
24593,Spout Spring,Appomattox
24594,Sutherlin,Pittsylvania
24595,Sweet Briar,Amherst
24597,Vernon Hill,Halifax
24598,Virgilina,Halifax
24599,Wingina,Buckingham
24601,Amonate,Tazewell
24602,Bandy,Tazewell
24603,Big Rock,Buchanan
24604,Bishop,Tazewell
24605,Bluefield,Tazewell
24606,Boissevain,Tazewell
24607,Breaks,Dickenson
24608,Burkes Garden,Tazewell
24609,Cedar Bluff,Tazewell
24612,Doran,Tazewell
24613,Falls Mills,Tazewell
24614,Grundy,Buchanan
24619,Horsepen,Tazewell
24620,Hurley,Buchanan
24622,Jewell Ridge,Tazewell
24624,Keen Mountain,Buchanan
24627,Mavisdale,Buchanan
24628,Maxie,Buchanan
24630,North Tazewell,Tazewell
24631,Oakwood,Buchanan
24634,Pilgrims Knob,Buchanan
24635,Pocahontas,Tazewell
24637,Pounding Mill,Tazewell
24639,Raven,Buchanan
24640,Red Ash,Tazewell
24641,Richlands,Tazewell
24646,Rowe,Buchanan
24647,Shortt Gap,Buchanan
24649,Swords Creek,Russell
24651,Tazewell,Tazewell
24656,Vansant,Buchanan
24657,Whitewood,Buchanan
24658,Wolford,Buchanan
24701,Bluefield,Mercer
24712,Athens,Mercer
24714,Beeson,Mercer
24715,Bramwell,Mercer
24716,Bud,Wyoming
24719,Covel,Wyoming
24724,Freeman,Mercer
24726,Herndon,Wyoming
24729,Hiawatha,Mercer
24731,Kegley,Mercer
24732,Kellysville,Mercer
24733,Lashmeet,Mercer
24736,Matoaka,Mercer
24737,Montcalm,Mercer
24738,Nemours,Mercer
24739,Oakvale,Mercer
24740,Princeton,Mercer
24747,Rock,Mercer
24751,Wolfe,Mercer
24801,Welch,Mcdowell
24808,Anawalt,Mcdowell
24811,Avondale,Mcdowell
24813,Bartley,Mcdowell
24815,Berwind,Mcdowell
24816,Big Sandy,Mcdowell
24817,Bradshaw,Mcdowell
24818,Brenton,Wyoming
24822,Clear Fork,Wyoming
24823,Coal Mountain,Wyoming
24824,Coalwood,Mcdowell
24826,Cucumber,Mcdowell
24827,Cyclone,Wyoming
24828,Davy,Mcdowell
24829,Eckman,Mcdowell
24830,Elbert,Mcdowell
24831,Elkhorn,Mcdowell
24834,Fanrock,Wyoming
24836,Gary,Mcdowell
24839,Hanover,Wyoming
24842,Hemphill,Mcdowell
24843,Hensley,Mcdowell
24844,Iaeger,Mcdowell
24845,Ikes Fork,Wyoming
24846,Isaban,Mcdowell
24847,Itmann,Wyoming
24848,Jenkinjones,Mcdowell
24849,Jesse,Wyoming
24850,Jolo,Mcdowell
24851,Justice,Mingo
24853,Kimball,Mcdowell
24854,Kopperston,Wyoming
24855,Kyle,Mcdowell
24857,Lynco,Wyoming
24859,Marianna,Wyoming
24860,Matheny,Wyoming
24861,Maybeury,Mcdowell
24862,Mohawk,Mcdowell
24866,Newhall,Mcdowell
24867,New Richmond,Wyoming
24868,Northfork,Mcdowell
24869,North Spring,Wyoming
24870,Oceana,Wyoming
24871,Pageton,Mcdowell
24872,Panther,Mcdowell
24873,Paynesville,Mcdowell
24874,Pineville,Wyoming
24878,Premier,Mcdowell
24879,Raysal,Mcdowell
24880,Rock View,Wyoming
24881,Roderfield,Mcdowell
24882,Simon,Wyoming
24884,Squire,Mcdowell
24887,Switchback,Mcdowell
24888,Thorpe,Mcdowell
24892,War,Mcdowell
24894,Warriormine,Mcdowell
24895,Wilcoe,Mcdowell
24898,Wyoming,Wyoming
24901,Lewisburg,Greenbrier
24902,Fairlea,Greenbrier
24910,Alderson,Greenbrier
24915,Arbovale,Pocahontas
24916,Asbury,Greenbrier
24918,Ballard,Monroe
24920,Bartow,Pocahontas
24924,Buckeye,Pocahontas
24925,Caldwell,Greenbrier
24927,Cass,Pocahontas
24931,Crawley,Greenbrier
24934,Dunmore,Pocahontas
24935,Forest Hill,Summers
24938,Frankford,Greenbrier
24941,Gap Mills,Monroe
24943,Grassy Meadows,Greenbrier
24944,Green Bank,Pocahontas
24945,Greenville,Monroe
24946,Hillsboro,Pocahontas
24951,Lindside,Monroe
24954,Marlinton,Pocahontas
24957,Maxwelton,Greenbrier
24961,Neola,Greenbrier
24962,Pence Springs,Summers
24963,Peterstown,Monroe
24966,Renick,Greenbrier
24970,Ronceverte,Greenbrier
24974,Secondcreek,Monroe
24976,Sinks Grove,Monroe
24977,Smoot,Greenbrier
24981,Talcott,Summers
24983,Union,Monroe
24984,Waiteville,Monroe
24985,Wayside,Monroe
24986,White Sulphur Springs,Greenbrier
24991,Williamsburg,Greenbrier
24993,Wolfcreek,Monroe
25002,Alloy,Fayette
25003,Alum Creek,Kanawha
25005,Amma,Roane
25007,Arnett,Raleigh
25008,Artie,Raleigh
25009,Ashford,Boone
25011,Bancroft,Putnam
25015,Belle,Kanawha
25019,Bickmore,Clay
25021,Bim,Boone
25022,Blair,Logan
25024,Bloomingrose,Boone
25025,Blount,Kanawha
25026,Blue Creek,Kanawha
25028,Bob White,Boone
25030,Bomont,Clay
25031,Boomer,Fayette
25033,Buffalo,Putnam
25035,Cabin Creek,Kanawha
25036,Cannelton,Fayette
25039,Cedar Grove,Kanawha
25040,Charlton Heights,Fayette
25043,Clay,Clay
25044,Clear Creek,Raleigh
25045,Clendenin,Kanawha
25047,Clothier,Logan
25048,Colcord,Raleigh
25049,Comfort,Boone
25051,Costa,Boone
25053,Danville,Boone
25054,Dawes,Kanawha
25057,Deep Water,Fayette
25059,Dixie,Nicholas
25060,Dorothy,Raleigh
25061,Drybranch,Kanawha
25062,Dry Creek,Raleigh
25063,Duck,Clay
25064,Dunbar,Kanawha
25067,East Bank,Kanawha
25070,Eleanor,Putnam
25071,Elkview,Kanawha
25075,Eskdale,Kanawha
25076,Ethel,Logan
25079,Falling Rock,Kanawha
25081,Foster,Boone
25082,Fraziers Bottom,Putnam
25083,Gallagher,Kanawha
25085,Gauley Bridge,Fayette
25086,Glasgow,Kanawha
25088,Glen,Clay
25090,Glen Ferris,Fayette
25093,Gordon,Boone
25102,Handley,Kanawha
25103,Hansford,Kanawha
25106,Henderson,Mason
25107,Hernshaw,Kanawha
25108,Hewett,Boone
25109,Hometown,Putnam
25110,Hugheston,Kanawha
25111,Indore,Clay
25112,Institute,Kanawha
25113,Ivydale,Clay
25114,Jeffrey,Boone
25115,Kanawha Falls,Fayette
25118,Kimberly,Fayette
25119,Kincaid,Fayette
25121,Lake,Logan
25123,Leon,Mason
25124,Liberty,Putnam
25125,Lizemores,Clay
25126,London,Kanawha
25130,Madison,Boone
25132,Mammoth,Kanawha
25133,Maysel,Clay
25134,Miami,Kanawha
25136,Montgomery,Fayette
25139,Mount Carbon,Fayette
25140,Naoma,Raleigh
25141,Nebo,Clay
25142,Nellis,Boone
25143,Nitro,Kanawha
25148,Orgas,Boone
25149,Ottawa,Boone
25152,Page,Fayette
25154,Peytona,Boone
25156,Pinch,Kanawha
25159,Poca,Putnam
25160,Pond Gap,Kanawha
25161,Powellton,Fayette
25162,Pratt,Kanawha
25164,Procious,Clay
25165,Racine,Boone
25168,Red House,Putnam
25169,Ridgeview,Boone
25173,Robson,Fayette
25174,Rock Creek,Raleigh
25177,Saint Albans,Kanawha
25180,Saxon,Boone
25181,Seth,Boone
25183,Sharples,Logan
25185,Mount Olive,Fayette
25186,Smithers,Fayette
25187,Southside,Mason
25193,Sylvester,Boone
25201,Tad,Kanawha
25202,Tornado,Kanawha
25203,Turtle Creek,Boone
25204,Twilight,Boone
25205,Uneeda,Boone
25206,Van,Boone
25208,Wharton,Boone
25209,Whitesville,Boone
25211,Widen,Clay
25213,Winfield,Putnam
25214,Winifrede,Kanawha
25231,Advent,Jackson
25234,Arnoldsburg,Calhoun
25235,Chloe,Calhoun
25239,Cottageville,Jackson
25241,Evans,Jackson
25243,Gandeeville,Roane
25244,Gay,Jackson
25245,Given,Jackson
25247,Hartford,Mason
25248,Kenna,Jackson
25251,Left Hand,Roane
25252,Le Roy,Jackson
25253,Letart,Mason
25259,Looneyville,Roane
25260,Mason,Mason
25261,Millstone,Calhoun
25262,Millwood,Jackson
25264,Mount Alto,Mason
25265,New Haven,Mason
25266,Newton,Roane
25267,Normantown,Gilmer
25268,Orma,Calhoun
25270,Reedy,Roane
25271,Ripley,Jackson
25275,Sandyville,Jackson
25276,Spencer,Roane
25285,Wallback,Clay
25286,Walton,Roane
25287,West Columbia,Mason
25301,Charleston,Kanawha
25302,Charleston,Kanawha
25303,Charleston,Kanawha
25304,Charleston,Kanawha
25305,Charleston,Kanawha
25306,Charleston,Kanawha
25309,Charleston,Kanawha
25311,Charleston,Kanawha
25312,Charleston,Kanawha
25313,Charleston,Kanawha
25314,Charleston,Kanawha
25315,Charleston,Kanawha
25317,Charleston,Kanawha
25320,Charleston,Kanawha
25321,Charleston,Kanawha
25322,Charleston,Kanawha
25323,Charleston,Kanawha
25324,Charleston,Kanawha
25325,Charleston,Kanawha
25326,Charleston,Kanawha
25327,Charleston,Kanawha
25328,Charleston,Kanawha
25329,Charleston,Kanawha
25330,Charleston,Kanawha
25331,Charleston,Kanawha
25332,Charleston,Kanawha
25333,Charleston,Kanawha
25334,Charleston,Kanawha
25335,Charleston,Kanawha
25336,Charleston,Kanawha
25337,Charleston,Kanawha
25338,Charleston,Kanawha
25339,Charleston,Kanawha
25350,Charleston,Kanawha
25356,Charleston,Kanawha
25357,Charleston,Kanawha
25358,Charleston,Kanawha
25360,Charleston,Kanawha
25361,Charleston,Kanawha
25362,Charleston,Kanawha
25364,Charleston,Kanawha
25365,Charleston,Kanawha
25375,Charleston,Kanawha
25387,Charleston,Kanawha
25389,Charleston,Kanawha
25392,Charleston,Kanawha
25396,Charleston,Kanawha
25401,Martinsburg,Berkeley
25402,Martinsburg,Berkeley
25403,Martinsburg,Berkeley
25404,Martinsburg,Berkeley
25405,Martinsburg,Berkeley
25410,Bakerton,Jefferson
25411,Berkeley Springs,Morgan
25413,Bunker Hill,Berkeley
25414,Charles Town,Jefferson
25419,Falling Waters,Berkeley
25420,Gerrardstown,Berkeley
25421,Glengary,Berkeley
25422,Great Cacapon,Morgan
25423,Halltown,Jefferson
25425,Harpers Ferry,Jefferson
25427,Hedgesville,Berkeley
25428,Inwood,Berkeley
25429,Martinsburg,Berkeley
25430,Kearneysville,Jefferson
25431,Levels,Hampshire
25432,Millville,Jefferson
25434,Paw Paw,Morgan
25437,Points,Hampshire
25438,Ranson,Jefferson
25440,Ridgeway,Berkeley
25441,Rippon,Jefferson
25442,Shenandoah Junction,Jefferson
25443,Shepherdstown,Jefferson
25444,Slanesville,Hampshire
25446,Summit Point,Jefferson
25501,Alkol,Lincoln
25502,Apple Grove,Mason
25503,Ashton,Mason
25504,Barboursville,Cabell
25505,Big Creek,Logan
25506,Branchland,Lincoln
25507,Ceredo,Wayne
25508,Chapmanville,Logan
25510,Culloden,Cabell
25511,Dunlow,Wayne
25512,East Lynn,Wayne
25514,Fort Gay,Wayne
25515,Gallipolis Ferry,Mason
25517,Genoa,Wayne
25520,Glenwood,Mason
25521,Griffithsville,Lincoln
25523,Hamlin,Lincoln
25524,Harts,Lincoln
25526,Hurricane,Putnam
25529,Julian,Boone
25530,Kenova,Wayne
25534,Kiahsville,Wayne
25535,Lavalette,Wayne
25537,Lesage,Cabell
25540,Midkiff,Lincoln
25541,Milton,Cabell
25544,Myra,Lincoln
25545,Ona,Cabell
25547,Pecks Mill,Logan
25550,Point Pleasant,Mason
25555,Prichard,Wayne
25557,Ranger,Lincoln
25559,Salt Rock,Cabell
25560,Scott Depot,Putnam
25562,Shoals,Wayne
25564,Sod,Lincoln
25565,Spurlockville,Lincoln
25567,Sumerco,Lincoln
25569,Teays,Putnam
25570,Wayne,Wayne
25571,West Hamlin,Lincoln
25572,Woodville,Boone
25573,Yawkey,Lincoln
25601,Logan,Logan
25606,Accoville,Logan
25607,Amherstdale,Logan
25608,Baisden,Mingo
25611,Bruno,Logan
25612,Chauncey,Logan
25614,Cora,Logan
25617,Davin,Logan
25621,Gilbert,Mingo
25624,Henlawson,Logan
25625,Holden,Logan
25628,Kistler,Logan
25630,Lorado,Logan
25632,Lyburn,Logan
25634,Mallory,Logan
25635,Man,Logan
25637,Mount Gay,Logan
25638,Omar,Logan
25639,Peach Creek,Logan
25644,Sarah Ann,Logan
25646,Stollings,Logan
25647,Switzer,Logan
25649,Verdunville,Logan
25650,Verner,Mingo
25651,Wharncliffe,Mingo
25652,Whitman,Logan
25653,Wilkinson,Logan
25654,Yolyn,Logan
25661,Williamson,Mingo
25665,Borderland,Mingo
25666,Breeden,Mingo
25667,Chattaroy,Mingo
25669,Crum,Wayne
25670,Delbarton,Mingo
25671,Dingess,Mingo
25672,Edgarton,Mingo
25674,Kermit,Mingo
25676,Lenore,Mingo
25678,Matewan,Mingo
25685,Naugatuck,Mingo
25686,Newtown,Mingo
25688,North Matewan,Mingo
25690,Ragland,Mingo
25691,Rawl,Mingo
25692,Red Jacket,Mingo
25696,Varney,Mingo
25697,Vulcan,Mingo
25699,Wilsondale,Wayne
25701,Huntington,Cabell
25702,Huntington,Cabell
25703,Huntington,Cabell
25704,Huntington,Wayne
25705,Huntington,Cabell
25706,Huntington,Cabell
25707,Huntington,Cabell
25708,Huntington,Cabell
25709,Huntington,Cabell
25710,Huntington,Cabell
25711,Huntington,Cabell
25712,Huntington,Cabell
25713,Huntington,Cabell
25714,Huntington,Cabell
25715,Huntington,Cabell
25716,Huntington,Cabell
25717,Huntington,Cabell
25718,Huntington,Cabell
25719,Huntington,Cabell
25720,Huntington,Cabell
25721,Huntington,Cabell
25722,Huntington,Cabell
25723,Huntington,Cabell
25724,Huntington,Cabell
25725,Huntington,Cabell
25726,Huntington,Cabell
25727,Huntington,Cabell
25728,Huntington,Cabell
25729,Huntington,Cabell
25755,Huntington,Cabell
25770,Huntington,Cabell
25771,Huntington,Cabell
25772,Huntington,Cabell
25773,Huntington,Cabell
25774,Huntington,Cabell
25775,Huntington,Cabell
25776,Huntington,Cabell
25777,Huntington,Cabell
25778,Huntington,Cabell
25779,Huntington,Cabell
25801,Beckley,Raleigh
25802,Beckley,Raleigh
25810,Allen Junction,Wyoming
25811,Amigo,Wyoming
25812,Ansted,Fayette
25813,Beaver,Raleigh
25816,Blue Jay,Raleigh
25817,Bolt,Raleigh
25818,Bradley,Raleigh
25820,Camp Creek,Mercer
25823,Coal City,Raleigh
25825,Cool Ridge,Raleigh
25826,Corinne,Wyoming
25827,Crab Orchard,Raleigh
25831,Danese,Fayette
25832,Daniels,Raleigh
25833,Dothan,Fayette
25836,Eccles,Raleigh
25837,Edmond,Fayette
25839,Fairdale,Raleigh
25840,Fayetteville,Fayette
25841,Flat Top,Mercer
25843,Ghent,Raleigh
25844,Glen Daniel,Raleigh
25845,Glen Fork,Wyoming
25846,Glen Jean,Fayette
25848,Glen Rogers,Wyoming
25849,Glen White,Raleigh
25851,Harper,Raleigh
25853,Helen,Raleigh
25854,Hico,Fayette
25855,Hilltop,Fayette
25857,Josephine,Raleigh
25860,Lanark,Raleigh
25862,Lansing,Fayette
25864,Layland,Fayette
25865,Lester,Raleigh
25866,Lochgelly,Fayette
25868,Lookout,Fayette
25870,Maben,Wyoming
25871,Mabscott,Raleigh
25873,Mac Arthur,Raleigh
25875,Mc Graws,Wyoming
25876,Saulsville,Wyoming
25878,Midway,Raleigh
25879,Minden,Fayette
25880,Mount Hope,Fayette
25882,Mullens,Wyoming
25901,Oak Hill,Fayette
25902,Odd,Raleigh
25904,Pax,Fayette
25906,Piney View,Raleigh
25907,Prince,Fayette
25908,Princewick,Raleigh
25909,Prosperity,Raleigh
25911,Raleigh,Raleigh
25913,Ravencliff,Wyoming
25914,Redstar,Fayette
25915,Rhodell,Raleigh
25916,Sabine,Wyoming
25917,Scarbro,Fayette
25918,Shady Spring,Raleigh
25919,Skelton,Raleigh
25920,Slab Fork,Raleigh
25921,Sophia,Raleigh
25922,Spanishburg,Mercer
25926,Sprague,Raleigh
25927,Stanaford,Raleigh
25928,Stephenson,Wyoming
25932,Surveyor,Raleigh
25936,Thurmond,Fayette
25938,Victor,Fayette
25942,Winona,Fayette
25943,Wyco,Wyoming
25951,Hinton,Summers
25958,Charmco,Greenbrier
25962,Rainelle,Greenbrier
25965,Elton,Summers
25966,Green Sulphur Springs,Summers
25969,Jumping Branch,Summers
25971,Lerona,Mercer
25972,Leslie,Greenbrier
25976,Meadow Bridge,Fayette
25977,Meadow Creek,Summers
25978,Nimitz,Summers
25979,Pipestem,Summers
25981,Quinwood,Greenbrier
25984,Rupert,Greenbrier
25985,Sandstone,Summers
25986,Spring Dale,Fayette
25989,White Oak,Raleigh
26003,Wheeling,Ohio
26030,Beech Bottom,Brooke
26031,Benwood,Marshall
26032,Bethany,Brooke
26033,Cameron,Marshall
26034,Chester,Hancock
26035,Colliers,Brooke
26036,Dallas,Marshall
26037,Follansbee,Brooke
26038,Glen Dale,Marshall
26039,Glen Easton,Marshall
26040,Mcmechen,Marshall
26041,Moundsville,Marshall
26047,New Cumberland,Hancock
26050,Newell,Hancock
26055,Proctor,Marshall
26056,New Manchester,Hancock
26058,Short Creek,Brooke
26059,Triadelphia,Ohio
26060,Valley Grove,Ohio
26062,Weirton,Hancock
26070,Wellsburg,Brooke
26074,West Liberty,Ohio
26075,Windsor Heights,Brooke
26101,Parkersburg,Wood
26102,Parkersburg,Wood
26103,Parkersburg,Wood
26104,Parkersburg,Wood
26105,Vienna,Wood
26106,Parkersburg,Wood
26120,Mineral Wells,Wood
26121,Mineral Wells,Wood
26133,Belleville,Wood
26134,Belmont,Pleasants
26136,Big Bend,Calhoun
26137,Big Springs,Calhoun
26138,Brohard,Wirt
26141,Creston,Wirt
26142,Davisville,Wood
26143,Elizabeth,Wirt
26146,Friendly,Tyler
26147,Grantsville,Calhoun
26148,Macfarlan,Ritchie
26149,Middlebourne,Tyler
26150,Mineral Wells,Wood
26151,Mount Zion,Calhoun
26152,Munday,Calhoun
26155,New Martinsville,Wetzel
26159,Paden City,Wetzel
26160,Palestine,Wirt
26161,Petroleum,Ritchie
26162,Porters Falls,Wetzel
26164,Ravenswood,Jackson
26167,Reader,Wetzel
26169,Rockport,Wood
26170,Saint Marys,Pleasants
26175,Sistersville,Tyler
26178,Smithville,Ritchie
26180,Walker,Wood
26181,Washington,Wood
26184,Waverly,Wood
26186,Wileyville,Wetzel
26187,Williamstown,Wood
26201,Buckhannon,Upshur
26202,Fenwick,Nicholas
26203,Erbacon,Webster
26205,Craigsville,Nicholas
26206,Cowen,Webster
26208,Camden On Gauley,Webster
26209,Snowshoe,Pocahontas
26210,Adrian,Upshur
26215,Cleveland,Upshur
26217,Diana,Webster
26218,French Creek,Upshur
26219,Frenchton,Upshur
26222,Hacker Valley,Webster
26224,Helvetia,Randolph
26228,Kanawha Head,Upshur
26229,Lorentz,Upshur
26230,Pickens,Randolph
26234,Rock Cave,Upshur
26236,Selbyville,Upshur
26237,Tallmansville,Upshur
26238,Volga,Barbour
26241,Elkins,Randolph
26250,Belington,Barbour
26253,Beverly,Randolph
26254,Bowden,Tucker
26257,Coalton,Randolph
26259,Dailey,Randolph
26260,Davis,Tucker
26261,Richwood,Nicholas
26263,Dryfork,Randolph
26264,Durbin,Pocahontas
26266,Upperglade,Webster
26267,Ellamore,Randolph
26268,Glady,Randolph
26269,Hambleton,Tucker
26270,Harman,Randolph
26271,Hendricks,Tucker
26273,Huttonsville,Randolph
26275,Junior,Barbour
26276,Kerens,Randolph
26278,Mabie,Randolph
26280,Mill Creek,Randolph
26282,Monterville,Randolph
26283,Montrose,Randolph
26285,Norton,Randolph
26287,Parsons,Tucker
26288,Webster Springs,Webster
26289,Red Creek,Tucker
26291,Slatyfork,Pocahontas
26292,Thomas,Tucker
26293,Valley Bend,Randolph
26294,Valley Head,Randolph
26296,Whitmer,Randolph
26298,Bergoo,Webster
26301,Clarksburg,Harrison
26302,Clarksburg,Harrison
26306,Clarksburg,Harrison
26320,Alma,Tyler
26321,Alum Bridge,Lewis
26323,Anmoore,Harrison
26325,Auburn,Ritchie
26327,Berea,Ritchie
26330,Bridgeport,Harrison
26335,Burnsville,Braxton
26337,Cairo,Ritchie
26338,Camden,Lewis
26339,Center Point,Doddridge
26342,Coxs Mills,Gilmer
26343,Crawford,Lewis
26346,Ellenboro,Ritchie
26347,Flemington,Taylor
26348,Folsom,Wetzel
26349,Galloway,Barbour
26351,Glenville,Gilmer
26354,Grafton,Taylor
26361,Gypsy,Harrison
26362,Harrisville,Ritchie
26366,Haywood,Harrison
26369,Hepzibah,Harrison
26372,Horner,Lewis
26374,Independence,Preston
26376,Ireland,Lewis
26377,Jacksonburg,Wetzel
26378,Jane Lew,Lewis
26384,Linn,Gilmer
26385,Lost Creek,Harrison
26386,Lumberport,Harrison
26404,Meadowbrook,Harrison
